,topic_id,member_id,vote
28543,20130515-309,Dr KWOK Ka-ki,Absent
28544,20130515-309,KWOK Wai-keung,No
28545,20130515-309,Dennis KWOK,Absent
28546,20130515-309,Christopher CHEUNG,No
28547,20130515-309,Dr Fernando CHEUNG,Absent
28548,20130515-309,SIN Chung-kai,Absent
28549,20130515-309,Dr Helena WONG,Absent
28550,20130515-309,IP Kin-yuen,Absent
28551,20130515-309,Dr Elizabeth QUAT,No
28552,20130515-309,Martin LIAO,No
28553,20130515-309,POON Siu-ping,No
28554,20130515-309,TANG Ka-piu,No
28555,20130515-309,Dr CHIANG Lai-wan,No
28556,20130515-309,Ir Dr LO Wai-kwok,No
28557,20130515-309,CHUNG Kwok-pan,No
28558,20130515-309,Christopher CHUNG,Absent
28559,20130515-309,Tony TSE,No
28560,20130515-310,TSANG Yok-sing,Present
28561,20130515-310,Albert HO,Absent
28562,20130515-310,LEE Cheuk-yan,Absent
28563,20130515-310,James TO,Absent
28564,20130515-310,CHAN Kam-lam,No
28565,20130515-310,LEUNG Yiu-chung,Absent
28566,20130515-310,Dr LAU Wong-fat,No
28567,20130515-310,Emily LAU,Absent
28568,20130515-310,TAM Yiu-chung,No
28569,20130515-310,Abraham SHEK,No
28570,20130515-310,Tommy CHEUNG,No
28571,20130515-310,Frederick FUNG,Absent
28572,20130515-310,Vincent FANG,Absent
28573,20130515-310,WONG Kwok-hing,No
28574,20130515-310,Prof Joseph LEE,Absent
28575,20130515-310,Jeffrey LAM,No
28576,20130515-310,Andrew LEUNG,No
28577,20130515-310,WONG Ting-kwong,No
28578,20130515-310,Ronny TONG,Absent
28579,20130515-310,Cyd HO,Absent
28580,20130515-310,Starry LEE,No
28581,20130515-310,Dr LAM Tai-fai,Absent
28582,20130515-310,CHAN Hak-kan,Absent
28583,20130515-310,CHAN Kin-por,No
28584,20130515-310,Dr Priscilla LEUNG,Absent
28585,20130515-310,Dr LEUNG Ka-lau,Absent
28586,20130515-310,CHEUNG Kwok-che,Absent
28587,20130515-310,WONG Kwok-kin,No
28588,20130515-310,IP Kwok-him,No
28589,20130515-310,Mrs Regina IP,No
28590,20130515-310,Paul TSE,No
28591,20130515-310,Alan LEONG,Absent
28592,20130515-310,LEUNG Kwok-hung,Yes
28593,20130515-310,Albert CHAN,Yes
28594,20130515-310,WONG Yuk-man,Absent
28595,20130515-310,Claudia MO,Absent
28596,20130515-310,Michael TIEN,Absent
28597,20130515-310,James TIEN,Absent
28598,20130515-310,NG Leung-sing,No
28599,20130515-310,Steven HO,No
28600,20130515-310,Frankie YICK,No
28601,20130515-310,WU Chi-wai,Absent
28602,20130515-310,YIU Si-wing,No
28603,20130515-310,Gary FAN,Absent
28604,20130515-310,MA Fung-kwok,No
28605,20130515-310,Charles Peter MOK,Absent
28606,20130515-310,CHAN Chi-chuen,Absent
28607,20130515-310,CHAN Han-pan,Absent
28608,20130515-310,Dr Kenneth CHAN,Absent
28609,20130515-310,CHAN Yuen-han,No
28610,20130515-310,LEUNG Che-cheung,No
28611,20130515-310,Kenneth LEUNG,Absent
28612,20130515-310,Alice MAK,No
28613,20130515-310,Dr KWOK Ka-ki,Absent
28614,20130515-310,KWOK Wai-keung,No
28615,20130515-310,Dennis KWOK,Absent
28616,20130515-310,Christopher CHEUNG,No
28617,20130515-310,Dr Fernando CHEUNG,Absent
28618,20130515-310,SIN Chung-kai,Absent
28619,20130515-310,Dr Helena WONG,Absent
28620,20130515-310,IP Kin-yuen,Absent
28621,20130515-310,Dr Elizabeth QUAT,No
28622,20130515-310,Martin LIAO,No
28623,20130515-310,POON Siu-ping,No
28624,20130515-310,TANG Ka-piu,No
28625,20130515-310,Dr CHIANG Lai-wan,No
28626,20130515-310,Ir Dr LO Wai-kwok,No
28627,20130515-310,CHUNG Kwok-pan,No
28628,20130515-310,Christopher CHUNG,Absent
28629,20130515-310,Tony TSE,No
28630,20130515-311,TSANG Yok-sing,Present
28631,20130515-311,Albert HO,Absent
28632,20130515-311,LEE Cheuk-yan,Absent
28633,20130515-311,James TO,Absent
28634,20130515-311,CHAN Kam-lam,No
28635,20130515-311,LEUNG Yiu-chung,Absent
28636,20130515-311,Dr LAU Wong-fat,No
28637,20130515-311,Emily LAU,Absent
28638,20130515-311,TAM Yiu-chung,No
28639,20130515-311,Abraham SHEK,No
28640,20130515-311,Tommy CHEUNG,No
28641,20130515-311,Frederick FUNG,Absent
28642,20130515-311,Vincent FANG,Absent
28643,20130515-311,WONG Kwok-hing,No
28644,20130515-311,Prof Joseph LEE,Absent
28645,20130515-311,Jeffrey LAM,No
28646,20130515-311,Andrew LEUNG,No
28647,20130515-311,WONG Ting-kwong,No
28648,20130515-311,Ronny TONG,Absent
28649,20130515-311,Cyd HO,Absent
28650,20130515-311,Starry LEE,No
28651,20130515-311,Dr LAM Tai-fai,Absent
28652,20130515-311,CHAN Hak-kan,Absent
28653,20130515-311,CHAN Kin-por,No
28654,20130515-311,Dr Priscilla LEUNG,Absent
28655,20130515-311,Dr LEUNG Ka-lau,Absent
28656,20130515-311,CHEUNG Kwok-che,Absent
28657,20130515-311,WONG Kwok-kin,No
28658,20130515-311,IP Kwok-him,No
28659,20130515-311,Mrs Regina IP,No
28660,20130515-311,Paul TSE,No
28661,20130515-311,Alan LEONG,Absent
28662,20130515-311,LEUNG Kwok-hung,Yes
28663,20130515-311,Albert CHAN,Yes
28664,20130515-311,WONG Yuk-man,Absent
28665,20130515-311,Claudia MO,Absent
28666,20130515-311,Michael TIEN,Absent
28667,20130515-311,James TIEN,Absent
28668,20130515-311,NG Leung-sing,No
28669,20130515-311,Steven HO,No
28670,20130515-311,Frankie YICK,Absent
28671,20130515-311,WU Chi-wai,Absent
28672,20130515-311,YIU Si-wing,No
28673,20130515-311,Gary FAN,Absent
28674,20130515-311,MA Fung-kwok,No
28675,20130515-311,Charles Peter MOK,Absent
28676,20130515-311,CHAN Chi-chuen,Absent
28677,20130515-311,CHAN Han-pan,Absent
28678,20130515-311,Dr Kenneth CHAN,Absent
28679,20130515-311,CHAN Yuen-han,No
28680,20130515-311,LEUNG Che-cheung,No
28681,20130515-311,Kenneth LEUNG,Absent
28682,20130515-311,Alice MAK,No
28683,20130515-311,Dr KWOK Ka-ki,Absent
28684,20130515-311,KWOK Wai-keung,No
28685,20130515-311,Dennis KWOK,Absent
28686,20130515-311,Christopher CHEUNG,No
28687,20130515-311,Dr Fernando CHEUNG,Absent
28688,20130515-311,SIN Chung-kai,Absent
28689,20130515-311,Dr Helena WONG,Absent
28690,20130515-311,IP Kin-yuen,Absent
28691,20130515-311,Dr Elizabeth QUAT,No
28692,20130515-311,Martin LIAO,No
28693,20130515-311,POON Siu-ping,No
28694,20130515-311,TANG Ka-piu,No
28695,20130515-311,Dr CHIANG Lai-wan,No
28696,20130515-311,Ir Dr LO Wai-kwok,No
28697,20130515-311,CHUNG Kwok-pan,No
28698,20130515-311,Christopher CHUNG,No
28699,20130515-311,Tony TSE,No
28700,20130515-312,TSANG Yok-sing,Present
28701,20130515-312,Albert HO,Absent
28702,20130515-312,LEE Cheuk-yan,Absent
28703,20130515-312,James TO,Absent
28704,20130515-312,CHAN Kam-lam,No
28705,20130515-312,LEUNG Yiu-chung,Absent
28706,20130515-312,Dr LAU Wong-fat,No
28707,20130515-312,Emily LAU,Absent
28708,20130515-312,TAM Yiu-chung,No
28709,20130515-312,Abraham SHEK,No
28710,20130515-312,Tommy CHEUNG,No
28711,20130515-312,Frederick FUNG,Absent
28712,20130515-312,Vincent FANG,Absent
28713,20130515-312,WONG Kwok-hing,No
28714,20130515-312,Prof Joseph LEE,Absent
28715,20130515-312,Jeffrey LAM,No
28716,20130515-312,Andrew LEUNG,No
28717,20130515-312,WONG Ting-kwong,No
28718,20130515-312,Ronny TONG,Absent
28719,20130515-312,Cyd HO,Absent
28720,20130515-312,Starry LEE,No
28721,20130515-312,Dr LAM Tai-fai,Absent
28722,20130515-312,CHAN Hak-kan,Absent
28723,20130515-312,CHAN Kin-por,No
28724,20130515-312,Dr Priscilla LEUNG,Absent
28725,20130515-312,Dr LEUNG Ka-lau,Absent
28726,20130515-312,CHEUNG Kwok-che,Absent
28727,20130515-312,WONG Kwok-kin,No
28728,20130515-312,IP Kwok-him,No
28729,20130515-312,Mrs Regina IP,No
28730,20130515-312,Paul TSE,No
28731,20130515-312,Alan LEONG,Absent
28732,20130515-312,LEUNG Kwok-hung,Yes
28733,20130515-312,Albert CHAN,Yes
28734,20130515-312,WONG Yuk-man,Absent
28735,20130515-312,Claudia MO,Absent
28736,20130515-312,Michael TIEN,Absent
28737,20130515-312,James TIEN,Absent
28738,20130515-312,NG Leung-sing,No
28739,20130515-312,Steven HO,No
28740,20130515-312,Frankie YICK,Absent
28741,20130515-312,WU Chi-wai,Absent
28742,20130515-312,YIU Si-wing,No
28743,20130515-312,Gary FAN,Absent
28744,20130515-312,MA Fung-kwok,No
28745,20130515-312,Charles Peter MOK,Absent
28746,20130515-312,CHAN Chi-chuen,Absent
28747,20130515-312,CHAN Han-pan,Absent
28748,20130515-312,Dr Kenneth CHAN,Absent
28749,20130515-312,CHAN Yuen-han,No
28750,20130515-312,LEUNG Che-cheung,No
28751,20130515-312,Kenneth LEUNG,Absent
28752,20130515-312,Alice MAK,No
28753,20130515-312,Dr KWOK Ka-ki,Absent
28754,20130515-312,KWOK Wai-keung,No
28755,20130515-312,Dennis KWOK,Absent
28756,20130515-312,Christopher CHEUNG,No
28757,20130515-312,Dr Fernando CHEUNG,Absent
28758,20130515-312,SIN Chung-kai,Absent
28759,20130515-312,Dr Helena WONG,Absent
28760,20130515-312,IP Kin-yuen,Absent
28761,20130515-312,Dr Elizabeth QUAT,No
28762,20130515-312,Martin LIAO,No
28763,20130515-312,POON Siu-ping,No
28764,20130515-312,TANG Ka-piu,No
28765,20130515-312,Dr CHIANG Lai-wan,No
28766,20130515-312,Ir Dr LO Wai-kwok,No
28767,20130515-312,CHUNG Kwok-pan,No
28768,20130515-312,Christopher CHUNG,No
28769,20130515-312,Tony TSE,No
28770,20130515-313,TSANG Yok-sing,Present
28771,20130515-313,Albert HO,Absent
28772,20130515-313,LEE Cheuk-yan,Absent
28773,20130515-313,James TO,Absent
28774,20130515-313,CHAN Kam-lam,No
28775,20130515-313,LEUNG Yiu-chung,Absent
28776,20130515-313,Dr LAU Wong-fat,No
28777,20130515-313,Emily LAU,Absent
28778,20130515-313,TAM Yiu-chung,No
28779,20130515-313,Abraham SHEK,No
28780,20130515-313,Tommy CHEUNG,No
28781,20130515-313,Frederick FUNG,Absent
28782,20130515-313,Vincent FANG,Absent
28783,20130515-313,WONG Kwok-hing,No
28784,20130515-313,Prof Joseph LEE,Absent
28785,20130515-313,Jeffrey LAM,No
28786,20130515-313,Andrew LEUNG,No
28787,20130515-313,WONG Ting-kwong,No
28788,20130515-313,Ronny TONG,Absent
28789,20130515-313,Cyd HO,Absent
28790,20130515-313,Starry LEE,No
28791,20130515-313,Dr LAM Tai-fai,Absent
28792,20130515-313,CHAN Hak-kan,Absent
28793,20130515-313,CHAN Kin-por,No
28794,20130515-313,Dr Priscilla LEUNG,Absent
28795,20130515-313,Dr LEUNG Ka-lau,Absent
28796,20130515-313,CHEUNG Kwok-che,Absent
28797,20130515-313,WONG Kwok-kin,No
28798,20130515-313,IP Kwok-him,No
28799,20130515-313,Mrs Regina IP,No
28800,20130515-313,Paul TSE,No
28801,20130515-313,Alan LEONG,Absent
28802,20130515-313,LEUNG Kwok-hung,Yes
28803,20130515-313,Albert CHAN,Yes
28804,20130515-313,WONG Yuk-man,Absent
28805,20130515-313,Claudia MO,Absent
28806,20130515-313,Michael TIEN,Absent
28807,20130515-313,James TIEN,Absent
28808,20130515-313,NG Leung-sing,No
28809,20130515-313,Steven HO,No
28810,20130515-313,Frankie YICK,Absent
28811,20130515-313,WU Chi-wai,Absent
28812,20130515-313,YIU Si-wing,No
28813,20130515-313,Gary FAN,Absent
28814,20130515-313,MA Fung-kwok,No
28815,20130515-313,Charles Peter MOK,Absent
28816,20130515-313,CHAN Chi-chuen,Absent
28817,20130515-313,CHAN Han-pan,Absent
28818,20130515-313,Dr Kenneth CHAN,Absent
28819,20130515-313,CHAN Yuen-han,No
28820,20130515-313,LEUNG Che-cheung,No
28821,20130515-313,Kenneth LEUNG,Absent
28822,20130515-313,Alice MAK,No
28823,20130515-313,Dr KWOK Ka-ki,Absent
28824,20130515-313,KWOK Wai-keung,No
28825,20130515-313,Dennis KWOK,Absent
28826,20130515-313,Christopher CHEUNG,No
28827,20130515-313,Dr Fernando CHEUNG,Absent
28828,20130515-313,SIN Chung-kai,Absent
28829,20130515-313,Dr Helena WONG,Absent
28830,20130515-313,IP Kin-yuen,Absent
28831,20130515-313,Dr Elizabeth QUAT,No
28832,20130515-313,Martin LIAO,No
28833,20130515-313,POON Siu-ping,No
28834,20130515-313,TANG Ka-piu,No
28835,20130515-313,Dr CHIANG Lai-wan,No
28836,20130515-313,Ir Dr LO Wai-kwok,No
28837,20130515-313,CHUNG Kwok-pan,No
28838,20130515-313,Christopher CHUNG,No
28839,20130515-313,Tony TSE,No
28840,20130515-314,TSANG Yok-sing,Present
28841,20130515-314,Albert HO,Absent
28842,20130515-314,LEE Cheuk-yan,Absent
28843,20130515-314,James TO,Absent
28844,20130515-314,CHAN Kam-lam,No
28845,20130515-314,LEUNG Yiu-chung,Absent
28846,20130515-314,Dr LAU Wong-fat,No
28847,20130515-314,Emily LAU,Absent
28848,20130515-314,TAM Yiu-chung,No
28849,20130515-314,Abraham SHEK,No
28850,20130515-314,Tommy CHEUNG,No
28851,20130515-314,Frederick FUNG,Absent
28852,20130515-314,Vincent FANG,Absent
28853,20130515-314,WONG Kwok-hing,No
28854,20130515-314,Prof Joseph LEE,Absent
28855,20130515-314,Jeffrey LAM,No
28856,20130515-314,Andrew LEUNG,No
28857,20130515-314,WONG Ting-kwong,No
28858,20130515-314,Ronny TONG,Absent
28859,20130515-314,Cyd HO,Absent
28860,20130515-314,Starry LEE,No
28861,20130515-314,Dr LAM Tai-fai,Absent
28862,20130515-314,CHAN Hak-kan,Absent
28863,20130515-314,CHAN Kin-por,No
28864,20130515-314,Dr Priscilla LEUNG,Absent
28865,20130515-314,Dr LEUNG Ka-lau,Absent
28866,20130515-314,CHEUNG Kwok-che,Absent
28867,20130515-314,WONG Kwok-kin,No
28868,20130515-314,IP Kwok-him,No
28869,20130515-314,Mrs Regina IP,No
28870,20130515-314,Paul TSE,No
28871,20130515-314,Alan LEONG,Absent
28872,20130515-314,LEUNG Kwok-hung,Yes
28873,20130515-314,Albert CHAN,Yes
28874,20130515-314,WONG Yuk-man,Absent
28875,20130515-314,Claudia MO,Absent
28876,20130515-314,Michael TIEN,Absent
28877,20130515-314,James TIEN,Absent
28878,20130515-314,NG Leung-sing,No
28879,20130515-314,Steven HO,No
28880,20130515-314,Frankie YICK,Absent
28881,20130515-314,WU Chi-wai,Absent
28882,20130515-314,YIU Si-wing,No
28883,20130515-314,Gary FAN,Absent
28884,20130515-314,MA Fung-kwok,No
28885,20130515-314,Charles Peter MOK,Absent
28886,20130515-314,CHAN Chi-chuen,Absent
28887,20130515-314,CHAN Han-pan,Absent
28888,20130515-314,Dr Kenneth CHAN,Absent
28889,20130515-314,CHAN Yuen-han,No
28890,20130515-314,LEUNG Che-cheung,No
28891,20130515-314,Kenneth LEUNG,Absent
28892,20130515-314,Alice MAK,No
28893,20130515-314,Dr KWOK Ka-ki,Absent
28894,20130515-314,KWOK Wai-keung,No
28895,20130515-314,Dennis KWOK,Absent
28896,20130515-314,Christopher CHEUNG,No
28897,20130515-314,Dr Fernando CHEUNG,Absent
28898,20130515-314,SIN Chung-kai,Absent
28899,20130515-314,Dr Helena WONG,Absent
28900,20130515-314,IP Kin-yuen,Absent
28901,20130515-314,Dr Elizabeth QUAT,No
28902,20130515-314,Martin LIAO,No
28903,20130515-314,POON Siu-ping,No
28904,20130515-314,TANG Ka-piu,No
28905,20130515-314,Dr CHIANG Lai-wan,No
28906,20130515-314,Ir Dr LO Wai-kwok,No
28907,20130515-314,CHUNG Kwok-pan,No
28908,20130515-314,Christopher CHUNG,No
28909,20130515-314,Tony TSE,No
28910,20130515-315,TSANG Yok-sing,Present
28911,20130515-315,Albert HO,Present
28912,20130515-315,LEE Cheuk-yan,Absent
28913,20130515-315,James TO,Absent
28914,20130515-315,CHAN Kam-lam,No
28915,20130515-315,LEUNG Yiu-chung,Absent
28916,20130515-315,Dr LAU Wong-fat,No
28917,20130515-315,Emily LAU,Absent
28918,20130515-315,TAM Yiu-chung,No
28919,20130515-315,Abraham SHEK,No
28920,20130515-315,Tommy CHEUNG,No
28921,20130515-315,Frederick FUNG,Absent
28922,20130515-315,Vincent FANG,Absent
28923,20130515-315,WONG Kwok-hing,No
28924,20130515-315,Prof Joseph LEE,Absent
28925,20130515-315,Jeffrey LAM,No
28926,20130515-315,Andrew LEUNG,No
28927,20130515-315,WONG Ting-kwong,No
28928,20130515-315,Ronny TONG,Absent
28929,20130515-315,Cyd HO,Absent
28930,20130515-315,Starry LEE,No
28931,20130515-315,Dr LAM Tai-fai,Absent
28932,20130515-315,CHAN Hak-kan,No
28933,20130515-315,CHAN Kin-por,No
28934,20130515-315,Dr Priscilla LEUNG,Absent
28935,20130515-315,Dr LEUNG Ka-lau,Absent
28936,20130515-315,CHEUNG Kwok-che,Absent
28937,20130515-315,WONG Kwok-kin,No
28938,20130515-315,IP Kwok-him,No
28939,20130515-315,Mrs Regina IP,Absent
28940,20130515-315,Paul TSE,No
28941,20130515-315,Alan LEONG,Absent
28942,20130515-315,LEUNG Kwok-hung,Yes
28943,20130515-315,Albert CHAN,Absent
28944,20130515-315,WONG Yuk-man,Absent
28945,20130515-315,Claudia MO,Absent
28946,20130515-315,Michael TIEN,Absent
28947,20130515-315,James TIEN,Absent
28948,20130515-315,NG Leung-sing,No
28949,20130515-315,Steven HO,No
28950,20130515-315,Frankie YICK,No
28951,20130515-315,WU Chi-wai,Absent
28952,20130515-315,YIU Si-wing,No
28953,20130515-315,Gary FAN,Absent
28954,20130515-315,MA Fung-kwok,No
28955,20130515-315,Charles Peter MOK,Absent
28956,20130515-315,CHAN Chi-chuen,Absent
28957,20130515-315,CHAN Han-pan,Absent
28958,20130515-315,Dr Kenneth CHAN,Absent
28959,20130515-315,CHAN Yuen-han,Absent
28960,20130515-315,LEUNG Che-cheung,No
28961,20130515-315,Kenneth LEUNG,Absent
28962,20130515-315,Alice MAK,No
28963,20130515-315,Dr KWOK Ka-ki,Absent
28964,20130515-315,KWOK Wai-keung,No
28965,20130515-315,Dennis KWOK,Absent
28966,20130515-315,Christopher CHEUNG,No
28967,20130515-315,Dr Fernando CHEUNG,Absent
28968,20130515-315,SIN Chung-kai,Absent
28969,20130515-315,Dr Helena WONG,Absent
28970,20130515-315,IP Kin-yuen,Absent
28971,20130515-315,Dr Elizabeth QUAT,No
28972,20130515-315,Martin LIAO,No
28973,20130515-315,POON Siu-ping,No
28974,20130515-315,TANG Ka-piu,No
28975,20130515-315,Dr CHIANG Lai-wan,Absent
28976,20130515-315,Ir Dr LO Wai-kwok,No
28977,20130515-315,CHUNG Kwok-pan,No
28978,20130515-315,Christopher CHUNG,No
28979,20130515-315,Tony TSE,No
28980,20130515-316,TSANG Yok-sing,Present
28981,20130515-316,Albert HO,Present
28982,20130515-316,LEE Cheuk-yan,Absent
28983,20130515-316,James TO,Absent
28984,20130515-316,CHAN Kam-lam,No
28985,20130515-316,LEUNG Yiu-chung,Absent
28986,20130515-316,Dr LAU Wong-fat,No
28987,20130515-316,Emily LAU,Absent
28988,20130515-316,TAM Yiu-chung,No
28989,20130515-316,Abraham SHEK,No
28990,20130515-316,Tommy CHEUNG,No
28991,20130515-316,Frederick FUNG,Absent
28992,20130515-316,Vincent FANG,Absent
28993,20130515-316,WONG Kwok-hing,No
28994,20130515-316,Prof Joseph LEE,Absent
28995,20130515-316,Jeffrey LAM,No
28996,20130515-316,Andrew LEUNG,No
28997,20130515-316,WONG Ting-kwong,No
28998,20130515-316,Ronny TONG,Absent
28999,20130515-316,Cyd HO,Absent
29000,20130515-316,Starry LEE,No
29001,20130515-316,Dr LAM Tai-fai,Absent
29002,20130515-316,CHAN Hak-kan,No
29003,20130515-316,CHAN Kin-por,No
29004,20130515-316,Dr Priscilla LEUNG,Absent
29005,20130515-316,Dr LEUNG Ka-lau,Absent
29006,20130515-316,CHEUNG Kwok-che,Absent
29007,20130515-316,WONG Kwok-kin,No
29008,20130515-316,IP Kwok-him,No
29009,20130515-316,Mrs Regina IP,Absent
29010,20130515-316,Paul TSE,No
29011,20130515-316,Alan LEONG,Absent
29012,20130515-316,LEUNG Kwok-hung,Yes
29013,20130515-316,Albert CHAN,Absent
29014,20130515-316,WONG Yuk-man,Absent
29015,20130515-316,Claudia MO,Absent
29016,20130515-316,Michael TIEN,Absent
29017,20130515-316,James TIEN,Absent
29018,20130515-316,NG Leung-sing,No
29019,20130515-316,Steven HO,No
29020,20130515-316,Frankie YICK,No
29021,20130515-316,WU Chi-wai,Absent
29022,20130515-316,YIU Si-wing,No
29023,20130515-316,Gary FAN,Absent
29024,20130515-316,MA Fung-kwok,No
29025,20130515-316,Charles Peter MOK,Absent
29026,20130515-316,CHAN Chi-chuen,Absent
29027,20130515-316,CHAN Han-pan,Absent
29028,20130515-316,Dr Kenneth CHAN,Absent
29029,20130515-316,CHAN Yuen-han,Absent
29030,20130515-316,LEUNG Che-cheung,No
29031,20130515-316,Kenneth LEUNG,Absent
29032,20130515-316,Alice MAK,No
29033,20130515-316,Dr KWOK Ka-ki,Absent
29034,20130515-316,KWOK Wai-keung,No
29035,20130515-316,Dennis KWOK,Absent
29036,20130515-316,Christopher CHEUNG,No
29037,20130515-316,Dr Fernando CHEUNG,Absent
29038,20130515-316,SIN Chung-kai,Absent
29039,20130515-316,Dr Helena WONG,Absent
29040,20130515-316,IP Kin-yuen,Absent
29041,20130515-316,Dr Elizabeth QUAT,No
29042,20130515-316,Martin LIAO,No
29043,20130515-316,POON Siu-ping,No
29044,20130515-316,TANG Ka-piu,No
29045,20130515-316,Dr CHIANG Lai-wan,Absent
29046,20130515-316,Ir Dr LO Wai-kwok,No
29047,20130515-316,CHUNG Kwok-pan,No
29048,20130515-316,Christopher CHUNG,No
29049,20130515-316,Tony TSE,No
29050,20130515-317,TSANG Yok-sing,Present
29051,20130515-317,Albert HO,Present
29052,20130515-317,LEE Cheuk-yan,Absent
29053,20130515-317,James TO,Absent
29054,20130515-317,CHAN Kam-lam,No
29055,20130515-317,LEUNG Yiu-chung,Absent
29056,20130515-317,Dr LAU Wong-fat,No
29057,20130515-317,Emily LAU,Absent
29058,20130515-317,TAM Yiu-chung,No
29059,20130515-317,Abraham SHEK,No
29060,20130515-317,Tommy CHEUNG,No
29061,20130515-317,Frederick FUNG,Absent
29062,20130515-317,Vincent FANG,Absent
29063,20130515-317,WONG Kwok-hing,No
29064,20130515-317,Prof Joseph LEE,Absent
29065,20130515-317,Jeffrey LAM,No
29066,20130515-317,Andrew LEUNG,No
29067,20130515-317,WONG Ting-kwong,No
29068,20130515-317,Ronny TONG,Absent
29069,20130515-317,Cyd HO,Absent
29070,20130515-317,Starry LEE,No
29071,20130515-317,Dr LAM Tai-fai,Absent
29072,20130515-317,CHAN Hak-kan,No
29073,20130515-317,CHAN Kin-por,No
29074,20130515-317,Dr Priscilla LEUNG,Absent
29075,20130515-317,Dr LEUNG Ka-lau,Absent
29076,20130515-317,CHEUNG Kwok-che,Absent
29077,20130515-317,WONG Kwok-kin,No
29078,20130515-317,IP Kwok-him,No
29079,20130515-317,Mrs Regina IP,Absent
29080,20130515-317,Paul TSE,No
29081,20130515-317,Alan LEONG,Absent
29082,20130515-317,LEUNG Kwok-hung,Yes
29083,20130515-317,Albert CHAN,Absent
29084,20130515-317,WONG Yuk-man,Absent
29085,20130515-317,Claudia MO,Absent
29086,20130515-317,Michael TIEN,Absent
29087,20130515-317,James TIEN,Absent
29088,20130515-317,NG Leung-sing,No
29089,20130515-317,Steven HO,No
29090,20130515-317,Frankie YICK,No
29091,20130515-317,WU Chi-wai,Absent
29092,20130515-317,YIU Si-wing,No
29093,20130515-317,Gary FAN,Absent
29094,20130515-317,MA Fung-kwok,No
29095,20130515-317,Charles Peter MOK,Absent
29096,20130515-317,CHAN Chi-chuen,Absent
29097,20130515-317,CHAN Han-pan,No
29098,20130515-317,Dr Kenneth CHAN,Absent
29099,20130515-317,CHAN Yuen-han,Absent
29100,20130515-317,LEUNG Che-cheung,No
29101,20130515-317,Kenneth LEUNG,Absent
29102,20130515-317,Alice MAK,No
29103,20130515-317,Dr KWOK Ka-ki,Absent
29104,20130515-317,KWOK Wai-keung,No
29105,20130515-317,Dennis KWOK,Absent
